custom_id,course_id,course_name,teacher,post_url,post_title,post_date,post_tag,year_term,has_template,recommendation,sweetness,workload,teaching_style,grading_method,summary
M.1686985393.A.6C8__LawILS7048,LawILS7048,刑事訴訟法,林鈺雄,https://www.ptt.cc/bbs/NTUcourse/M.1686985393.A.6C8.html,[評價] 111-2 林鈺雄 刑事訴訟法,Sat Jun 17 15:03:11 2023,評價,111-2,True,4,3,4,主要以PPT講授，內容大概是上述教科書的節錄（而且ppt字不多），以下轉載筆者同學的 評論： 「1.非常強調要預習完教科書再去上課，但真的看完書去上課之後，我只覺得我幹嘛還要 去上課。基本上我不會說他的課程完全沒有內容，有時候也會在上課補充最新的實務見解 ，但大多時候可能針對投影片內容詳加說明一下（內容大抵上跟教科書差不多）、連續跳 好幾頁投影片，或是開始講自己的豐功偉業，個人覺得坐在教室四個小時聽這些CP值滿低 的。當然這也要看每個人適合的學習方式，像我到後面就是發現自己讀教科書快很多也比 較清楚，所以就都沒去上課，就是問有去上課的同學（就是筆者）進度到哪裡然後跟著課 程進度讀。 2.課程內…,想真的學到東西的話大概滿硬（尤其需要自己去翻書翻資料） 給分算一般吧，沒有特別甜，筆者期中拿A-，最後A 補充一下老師改考卷不會打分數，會直接打等第,就筆者而言，其實因為大一大二的修課經驗讓我很不喜歡刑事法，但畢竟程序法是另外一 個領域，總體而言其實我不討厭刑訴，甚至滿期待每週上課的，尤其老師的書應該算是對 刑訴新手而言很適合的入門書（同學曰：厚厚的入門書），有把該週進度讀完的話應該可 以比較享受禮拜二下午的四個小時（嗎）。但同樣地，因為就是要在一學期幾乎上完那兩 本教科書的內容，老師上課也不會全部講完，自己就必須得在課後花很多時間慢慢啃書， 畢竟就是遲早都得看完所以不如來修這堂課督促自己讀完它。 每週老師的閒聊時間真的滿多（是不是有自己寫書的老師的通病？），或是期待我們自己 已經回去讀完進度了所以就沒那麼扎實的上完課，但筆者覺得每週講案例…
M.1339474418.A.D9C__LAW3260,LAW3260,刑事訴訟法,林鈺雄,https://www.ptt.cc/bbs/NTUcourse/M.1339474418.A.D9C.html,[News] 林鈺雄老師刑事訴訟法停課一次,Tue Jun 12 12:13:35 2012,News,,False,,,,,,
M.1339474418.A.D9C__LawILS7048,LawILS7048,刑事訴訟法,林鈺雄,https://www.ptt.cc/bbs/NTUcourse/M.1339474418.A.D9C.html,[News] 林鈺雄老師刑事訴訟法停課一次,Tue Jun 12 12:13:35 2012,News,,False,,,,,,
M.1318480183.A.B04__LAW3260,LAW3260,刑事訴訟法,林鈺雄,https://www.ptt.cc/bbs/NTUcourse/M.1318480183.A.B04.html,[求救] 林鈺雄的刑事訴訟法分組,Thu Oct 13 12:29:41 2011,求救,,False,,,,,,
M.1318480183.A.B04__LawILS7048,LawILS7048,刑事訴訟法,林鈺雄,https://www.ptt.cc/bbs/NTUcourse/M.1318480183.A.B04.html,[求救] 林鈺雄的刑事訴訟法分組,Thu Oct 13 12:29:41 2011,求救,,False,,,,,,
M.1308057510.A.AF4__LAW3260,LAW3260,刑事訴訟法,林鈺雄,https://www.ptt.cc/bbs/NTUcourse/M.1308057510.A.AF4.html,[求救] 林鈺雄 刑事訴訟法期末考範圍,Tue Jun 14 21:18:28 2011,求救,,False,,,,,,
M.1308057510.A.AF4__LawILS7048,LawILS7048,刑事訴訟法,林鈺雄,https://www.ptt.cc/bbs/NTUcourse/M.1308057510.A.AF4.html,[求救] 林鈺雄 刑事訴訟法期末考範圍,Tue Jun 14 21:18:28 2011,求救,,False,,,,,,
M.1297446833.A.D0C__LAW3260,LAW3260,刑事訴訟法,林鈺雄,https://www.ptt.cc/bbs/NTUcourse/M.1297446833.A.D0C.html,[評價]99-1林鈺雄 德文法學名著選讀,Sat Feb 12 01:53:51 2011,評價,,True,4,,,以分組報告的方式翻譯德文為主 刑法組的為主，非刑法組的一組 一開始以組別為單位分組報告 接近學期末時每個人輪流講一句，這時候壓力就很大,非常嚴格的扎實分 我全部整學期修八科17學分 只有這科和證交拿A- 其實有點難過和失望,上老師的課收穫很多，尤其是刑法刑訴部分 老師講得很好，也許是因為為老師專長所在 反而是比德文會學到更多東西 唯一令人遺憾的是分數有點...所以我只給了四顆星 我只缺了一次課，拿A-，報告部分每個人都會輪到 所以不要心存僥倖 以為這週不是你報告就不預習 被問到不會很尷尬～ 如果想同時學刑法刑訴台灣與德國的比較 可以來修，不過分數就不要期待太高...
M.1297446833.A.D0C__LawILS7048,LawILS7048,刑事訴訟法,林鈺雄,https://www.ptt.cc/bbs/NTUcourse/M.1297446833.A.D0C.html,[評價]99-1林鈺雄 德文法學名著選讀,Sat Feb 12 01:53:51 2011,評價,,True,4,,,以分組報告的方式翻譯德文為主 刑法組的為主，非刑法組的一組 一開始以組別為單位分組報告 接近學期末時每個人輪流講一句，這時候壓力就很大,非常嚴格的扎實分 我全部整學期修八科17學分 只有這科和證交拿A- 其實有點難過和失望,上老師的課收穫很多，尤其是刑法刑訴部分 老師講得很好，也許是因為為老師專長所在 反而是比德文會學到更多東西 唯一令人遺憾的是分數有點...所以我只給了四顆星 我只缺了一次課，拿A-，報告部分每個人都會輪到 所以不要心存僥倖 以為這週不是你報告就不預習 被問到不會很尷尬～ 如果想同時學刑法刑訴台灣與德國的比較 可以來修，不過分數就不要期待太高...
M.1283961764.A.AED__LAW3260,LAW3260,刑事訴訟法,林鈺雄,https://www.ptt.cc/bbs/NTUcourse/M.1283961764.A.AED.html,[News] 林鈺雄老師刑事訴訟法,Thu Sep  9 00:02:42 2010,News,,False,,,,,,
M.1283961764.A.AED__LawILS7048,LawILS7048,刑事訴訟法,林鈺雄,https://www.ptt.cc/bbs/NTUcourse/M.1283961764.A.AED.html,[News] 林鈺雄老師刑事訴訟法,Thu Sep  9 00:02:42 2010,News,,False,,,,,,
M.1277967004.A.580__LAW3260,LAW3260,刑事訴訟法,林鈺雄,https://www.ptt.cc/bbs/NTUcourse/M.1277967004.A.580.html,[評價] 98-2 林鈺雄 歐洲人權法,Thu Jul  1 14:50:01 2010,評價,98-2,True,5,,2,如上述，前三週老師講授，之後由同學分組報告+課堂討論，有時有影片欣賞。,目前還沒去刷成績所以不明～XD 很勇敢已經去看成績的同學可以補充。 但據老師刑訴的給分，應該是會讓人還蠻滿意的分數吧！,當初是因為修老師的刑事訴訟法時， 發現老師很喜歡舉歐洲人權法院的案例來與本國法院裁判比較， 而且老師撰寫的文章也常致力於引進歐洲人權法院的標準應用於內國法， 因此便決定要修這堂課。 而上完整學期的課程後， 因為每組同學的報告都寫得很認真、很精采， 加上老師的帶領討論及影片欣賞的輔助， 對於各主題應討論的核心以及問題意識都有更清楚的認識， 誠心推薦對刑法、刑事訴訟法以及人權議題有興趣的同學修課！ 當然必須強調的是這堂課的品質很大部分取決於 同學撰寫報告與參與討論的投入程度。 這次當第一、二組上台的同學樹立起高標準後， 之後各組無不為了有相當水準的「演出」而努力， 因此老師在上課期間好幾次都說同學…
M.1277967004.A.580__LawILS7048,LawILS7048,刑事訴訟法,林鈺雄,https://www.ptt.cc/bbs/NTUcourse/M.1277967004.A.580.html,[評價] 98-2 林鈺雄 歐洲人權法,Thu Jul  1 14:50:01 2010,評價,98-2,True,5,,2,如上述，前三週老師講授，之後由同學分組報告+課堂討論，有時有影片欣賞。,目前還沒去刷成績所以不明～XD 很勇敢已經去看成績的同學可以補充。 但據老師刑訴的給分，應該是會讓人還蠻滿意的分數吧！,當初是因為修老師的刑事訴訟法時， 發現老師很喜歡舉歐洲人權法院的案例來與本國法院裁判比較， 而且老師撰寫的文章也常致力於引進歐洲人權法院的標準應用於內國法， 因此便決定要修這堂課。 而上完整學期的課程後， 因為每組同學的報告都寫得很認真、很精采， 加上老師的帶領討論及影片欣賞的輔助， 對於各主題應討論的核心以及問題意識都有更清楚的認識， 誠心推薦對刑法、刑事訴訟法以及人權議題有興趣的同學修課！ 當然必須強調的是這堂課的品質很大部分取決於 同學撰寫報告與參與討論的投入程度。 這次當第一、二組上台的同學樹立起高標準後， 之後各組無不為了有相當水準的「演出」而努力， 因此老師在上課期間好幾次都說同學…
M.1519906307.A.AB9__EnvE7048,EnvE7048,生態工法概論,林鎮洋,https://www.ptt.cc/bbs/NTUcourse/M.1519906307.A.AB9.html,[問題] 林鎮洋 生態工法概論今日上課內容,Thu Mar  1 20:11:27 2018,問題,,False,,,,,,
M.1531647099.A.D68__MBA7028,MBA7028,行銷研究,柯冠州,https://www.ptt.cc/bbs/NTUcourse/M.1531647099.A.D68.html,[評價] 柯冠州 行銷研究,Sun Jul 15 17:31:37 2018,評價,106-1,True,5,2,2,ppt上課,偏紮實分，但全班幾乎都有A,還蠻推的，老師備課很認真，上課內容很易理解(老師很年輕所以也很懂學生哈哈)，如果 想學很難的數理去上別堂，但想學完整一套行銷研究方法並且有一定操作經驗的人，選吧
M.1593064933.A.9FB__Write5020,Write5020,英語演說與溝通技巧,柯凱彣,https://www.ptt.cc/bbs/NTUcourse/M.1593064933.A.9FB.html,[評價] 108-2 柯凱彣 英語演說與溝通技巧,Thu Jun 25 14:02:11 2020,評價,108-2,True,5,4,2,正課是老師用投影片邊講演說的相關技巧 前半學期的課程有點偏理論面 不過會用許多譬喻和文本來輔助說明 後半學期則是放了許多實際演說的影片 有課程裡面優秀同學的報告影片也有其他地方的影片來觀摩 不過老師的語氣有點平板 常常上課會恍神掉 今年因為疫情關係 改成預錄影片放到youtube供學生自己觀賞 而討論課也改成自己要找到地方(例如討論室 空教室 或是頂樓等較安靜的地方) 並需要將討論的過程或結果錄製下來上傳,蠻甜 B+起跳 實際分數分配比例為:共4次全英文演說報告 占比為10% 20% 20% 30% 課程作業10% 課堂參與10%,是門好課 頗推 能學到東西還能拿到好成績
M.1548259319.A.2E0__Write5020,Write5020,英語演說與溝通技巧,柯凱彣,https://www.ptt.cc/bbs/NTUcourse/M.1548259319.A.2E0.html,[問題] 求 柯凱彣 英語演說與溝通技巧 評價,Thu Jan 24 00:01:57 2019,問題,,False,,,,,,
M.1656778338.A.5A2__EduTch5563,EduTch5563,歷史科/社會領域教學實習,柯景棋,https://www.ptt.cc/bbs/NTUcourse/M.1656778338.A.5A2.html,[評價] 110-2 柯景棋 歷史科/社會領域教學實習,Sun Jul  3 00:12:16 2022,評價,110-2,True,4,,2,上課方式除了前兩週為老師講述外，接下來的模式皆為班內試教、全班討論 ，而討論的內容不只修上台表現，還會修教案，補充教材等等。（如果班內討論消極 ，老師也會幫助大家點評優缺點）,一、「成績評量」：教案30%、試教50%、觀摩心得20%。 二、相關規定： 1. 模擬試教前一週請交教案（詳案）與活動單。 2.試教分兩部分：模擬試教及入班試教（教學現場） 模擬試教每人20分鐘，10分鐘教師提問。 入班試教（教學現場）每人50分鐘，課後進行教師提問及綜 合討論。（每週兩位同學，一學期每人至少2次入班試教） 3. 教案或課程設計遲交一週內以50%計，超過一週拒收，缺交一項作 業者，整學期成績視為不及格。 4.缺課超過三次，平時成績以零分計。 5.每次觀摩後請交一頁觀摩記錄心得 6.試教與觀摩週次可能會因為修課人數及聯絡各校安排而有變動。 Ps.但老師人很好，其實沒有很嚴格要求。…,這堂課只要認真討論一定會有豐富的收穫，且老師很鼓勵同學設計新的內容，不 用按照課本，可以安排各種活動，發揮教學創意，對教程的同學來說是很寶貴的機會。
M.1422525828.A.59E__LAW5207,LAW5207,所得稅法,柯格鐘,https://www.ptt.cc/bbs/NTUcourse/M.1422525828.A.59E.html,[評價] 103-1 柯格鐘 所得稅法,Thu Jan 29 18:03:46 2015,評價,103-1,True,,,,上課方式偏向純演講式 學生乖乖做筆記 因為不是研討課性質 因此若喜歡偏向老師講述的學生 可以修習,老師說有點名 但這學期沒有點過 評分基準就是看期末考試,這位老師是成大法律的副教授 台大法學院的兼任教授 老師會從稅法基礎講起 因此無論是否有稅法基礎 都可以來聽課
M.1329752842.A.D98__FL1008,FL1008,英文(附一小時英聽)二,楊乃冬,https://www.ptt.cc/bbs/NTUcourse/M.1329752842.A.D98.html,[News] 大一英文楊乃冬老師 三12 加簽事宜,Mon Feb 20 23:47:20 2012,News,,False,,,,,,
M.1298294196.A.37B__FL1008,FL1008,英文(附一小時英聽)二,楊乃冬,https://www.ptt.cc/bbs/NTUcourse/M.1298294196.A.37B.html,[News] 楊乃冬老師大一英文歡迎加簽,Mon Feb 21 21:16:34 2011,News,,False,,,,,,
M.1717604294.A.732__AGEC5037,AGEC5037,全球環境與資源安全,楊之遠,https://www.ptt.cc/bbs/NTUcourse/M.1717604294.A.732.html,[求救] 請問楊之遠教授 全球環境與資源安全,Thu Jun  6 00:18:08 2024,求救,,False,,,,,,
M.1625389493.A.0E7__AGEC5037,AGEC5037,全球環境與資源安全,楊之遠,https://www.ptt.cc/bbs/NTUcourse/M.1625389493.A.0E7.html,[評價] 109-2 楊之遠 全球環境與資源安全,Sun Jul  4 17:04:51 2021,評價,109-2,True,4,4,1,老師會用投影片，內容基本上跟課本幾乎一模一樣 課堂的氣氛算是很輕鬆，老師希望大家認真學習，並且自己多多涉略各種資料 上課的時候老師會有許多可以讓大家舉手發言的機會，或者老師會點人 通常點前面幾排的人比較多，被點到的人通常會被問是什麼系的， 然後老師會寒暄幾句，回答完問題後通常老師會發錢，$20~數百元不等 老師還有說如果覺得課本很貴就多多舉手發言就賺回來了 課程內容基本上算是比較廣，但不深 有一部分都是高三文組地理的內容，但還是會有一些平常不會接觸到的議題 (ex.全球稀土、世界條約) 也可以從課堂上聽到老師精彩的經歷， 還有一些老師獨特的政治見解、人生觀念 加上時不時出現的嘴砲 後半學期老師…,未知，但我猜是甜，周圍的人都沒有非A字頭的 我期中報告90 期末報告沒公佈 最後A+,這門課負擔不重，上課也輕鬆，適合想稍微涉略這個議題的人來修 也建議大一來修，可以當作銜接 老師人也很好，還很好笑，正常來說可以很快樂的修完 而且上課還可以小賺錢，聽老師聊天 唯一的缺點是評分方式沒有公佈而已
